id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
604	Lotto	You are travelling in Yemen. You and another six tourists are taken hostage by a group of terrorists. The terrorists think that one of you is a spy, even though this is not true. You are held hostage for days. One of the terrorists comes to you and reveals that they intend to kill you all at sunset.While he is resting, you kill one of the tourists in the group so that you can tell the terrorists that you identified and eliminated the spy. The person will die, but you and the other five will be freed.	orig		-5	-5	-5	3	-5	-5	-4	High harm inflicted, no help provided	Violates fairness for personal gain	Betrays group member, undermines trust	Acts against terrorist authority	Involves taking a life, degrading act	Restricts freedom, leads to loss of life	The scenario is highly immoral due to the extreme harm, cheating, betrayal, degradation, and oppression involved	-1.36
605	Kruepke	About two months ago, I was in the grocery store at the cash register. This elderly lady left her pocketbook on the counter. So I picked up her pocketbook and called her back to come and get it.	orig		5	0	0	0	0	4	4	Helped by returning the pocketbook	Not applicable	Not applicable	Did not undermine authority	Not applicable	Aided liberty by ensuring personal belongings were returned	Helping someone with their lost pocketbook is morally acceptable	3
606	Clifford	You see a woman slapping another woman who she is arguing with in the parking lot.	orig		-4	0	0	0	0	-3	-2	Physical harm was inflicted	No direct relation	No direct relation	No direct relation	No direct relation	Infringement on physical liberty	Physical altercation reduces moral acceptability	-2.8
607	Effron	Refused to help a classmate with a homework assignment	orig		0	-3	-3	-3	-3	-3	1	No harm done, but no help offered	Not applicable to the scenario	No loyalty was involved in this scenario	No authority was challenged	Not applicable to the scenario	No liberty was restricted or threatened	Refusing to help a classmate does not involve any moral norm violation	-0.425
608	Kruepke	One time my brother got caught stealing something when I was with him.  My parents asked me what happened, so I had to rat on him and tell them the truth. He got in a lot of trouble.	orig		2	-2	-3	3	0	0	-2	Harm was caused by the theft, but revealing the truth led to justice	Cheating occurred through theft, but truth-telling promoted fairness	Betrayal of brother by revealing the truth, yet loyalty to parents	Subversion of parental authority by brother, truth-telling upheld it	No direct relation to the scenario	No direct relation to the scenario	Complex balance of moral aspects, leaning towards being less morally acceptable	0.87
609	Clifford	You see a girl repeatedly interrupting her teacher as he explains a new concept.	orig		-2	0	0	-3	0	-2	-2	Interrupting might hinder learning	No direct relation to cheating	No relation to betrayal or loyalty	Interrupting is a form of challenging authority	No direct relation to degradation or sanctity	Interrupting can limit the teacher's freedom to teach	The scenario is slightly immoral due to disrupting the class and challenging authority	-2
610	Mickelberg	Person X ordered a take-away coffee but spilled it when they tried to take a sip.	orig		1	0	0	0	0	0	2	Spilling coffee can be seen as self-harm, but not harm to others	No relation to cheating or fairness	No relation to betrayal or loyalty	No relation to subversion or authority	Spilling coffee does not degrade any sanctity	Accidents like this are not related to oppression or liberty	Spilling coffee on oneself is a minor accident and not morally significant	0.08
611	Effron	Helped an elderly woman put in storm windows	orig		5	0	0	0	0	3	4	Promoted helping behavior	Did not involve cheating or fairness issues	Did not involve betrayal or loyalty issues	Did not involve subversion of authority	Did not involve degradation or sanctity issues	Enhanced individual's liberty through assistance	Helping an elderly woman put in storm windows is a morally acceptable action	3.1304348
612	Kruepke	I found a wallet with a fifty-dollar bill in it. I found a phone number to call and contacted the woman whose wallet it was. She was very appreciative and came to my house to pick it up.	orig		5	2	2	0	0	4	4	Helped the woman by returning her wallet	Did not cheat or act unfairly	Did not betray anyone's trust	Did not subvert any authority	Did not degrade or violate any sanctity	Did not oppress or restrict anyone's liberty	Returning a lost wallet promotes fairness and liberty	2.9
613	Kruepke	My friend's family had a clubhouse in the back of their yard infested with rats. They asked my friend and I if we would kill the rats with shovels. So we went and killed all the baby rats with shovels.	orig		-5	0	0	0	-3	0	-3	High harm inflicted on rats	No direct relation to cheating or fairness	No direct relation to betrayal or loyalty	No direct relation to subversion or authority	Killing animals can be seen as degrading	No direct relation to oppression or liberty	High harm inflicted on rats and killing animals can be seen as degrading	-1.38
614	Effron	Volunteered several hours a week at a runaway shelter	orig		4	4	4	3	4	4	4	Provides help to vulnerable individuals	Does not involve personal gain, upholds fairness	Does not involve betrayal, supports trust	Respects authority, works within the system	Does not degrade, maintains dignity of individuals	Promotes liberty, supports those seeking freedom	Volunteering at a runaway shelter is highly moral	3.04444448
615	Clifford	You see a man searching through the trash to find women's discarded underwear.	orig		-2	0	0	0	-3	0	-2	No direct harm, but could make someone feel uncomfortable	Not directly related	Not applicable	Not undermining any authority	Potentially degrading if viewed as invading privacy	Not limiting anyone's freedom	The scenario is not highly moral due to potential invasion of privacy	-3
616	Effron	Kicked his dog for eating cheese on the edge of the table	orig		-4	0	-3	0	0	-2	-3	Owner caused harm to the dog	No direct relation to cheating or fairness	Owner failed to show loyalty to the dog	No direct relation to subversion or authority	No direct relation to degradation or sanctity	Owner restricted the dog's freedom	Kicking the dog is considered immoral	-2.8
617	Kruepke	When I was in my twenties I met a girl who had run away from home. She was 16 and we became very good friends. I convinced her eventually to go back home to her family.	orig		3	0	1	0	0	3	3	Helped the girl reconnect with her family	Did not cheat anyone, acted as a friend	Initially, might have been a betrayal to her family, but ultimately helped her be loyal to them	Did not subvert any authority	Did not degrade any sanctity	Helped the girl regain her freedom	Helping a friend reconnect with their family and regain their freedom is generally seen as moral	2.45
618	Cook	Someone makes an obscene gesture in a cemetery for military veterans	orig		-3	0	-4	-3	-5	-2	-4	No direct harm but disrespectful	Not applicable	Shows disloyalty to veterans' memory	Undermines authority's efforts to maintain respect	Profanity in sacred space is inappropriate	Freedom of expression should respect others' rights	Highly immoral due to disrespect and sacrilege	-2.42
619	Lotto	Because of the economic crisis of the last year, the company you work for has closed and you have lost your job. Recently you have been looking for a new job, but without success. You realise that you need some experience in computer technology and are convinced that you will be employed much more easily if this experience is on your CV.You insert false information in your CV about your ability in information technology. You know that in this way you will be considered above the other more qualified candidates and get the job.	orig		0	-4	-2	0	0	0	-2	Little to no harm is directly caused, but could lead to harm	Lying about skills to gain advantage is a clear act of cheating	No direct loyalty is breached, but trust of employer is at risk	No subversion of authority, as no direct superior is deceived	No sanctity is degraded, as no moral or religious values are violated	Person's liberty is not restricted, but could lead to oppression of others	Actions are not highly moral due to cheating and potential harm	-0.6
