id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
609	Clifford	You see a girl repeatedly interrupting her teacher as he explains a new concept.	orig		The girl	The agent is acting impulsively, prioritizing her own thoughts over the teacher's instruction.	The teacher and other students	The affected parties seek respectful communication and an effective learning environment.	2.0	Interruptions disrupt universal respect for others' autonomy and purpose.	-2.0	Disrespects others as ends; undermines collective learning.	-2.0	test	-1.7920179214504597	-1.720810890197754
610	Mickelberg	Person X ordered a take-away coffee but spilled it when they tried to take a sip.	orig		Person X	Assumed the agent acted carelessly without malicious intent.	Person X (themselves)	Assumed the affected party (self) was treated with negligence.	3.0	Careless handling can't be universalized; undermines self-respect.	-1.0	Minor negligence towards self is slightly immoral.	0.08	test	-1.2585006627833408	-1.1779344081878662
611	Effron	Helped an elderly woman put in storm windows	orig		The person who helped the elderly woman	Assumed the agent acted out of goodwill to assist the elderly woman	The elderly woman	Assumed she needed assistance due to age or physical limitations	9.0	Helping respects dignity, universalizable maxim.	4.0	Promotes welfare, respects autonomy as end.	3.1304348	test	1.9426028892193714	1.9095394611358643
612	Kruepke	I found a wallet with a fifty-dollar bill in it. I found a phone number to call and contacted the woman whose wallet it was. She was very appreciative and came to my house to pick it up.	orig		The person who found the wallet	Assumed the agent was honest and responsible	The woman who owned the wallet	Assumed she valued honesty and her property	10.0	Returning property respects owner's dignity, universalizable	4.0	Action aligns with universal moral law, highly moral	2.9	test	2.47612014788649	2.484351396560669
613	Kruepke	My friend's family had a clubhouse in the back of their yard infested with rats. They asked my friend and I if we would kill the rats with shovels. So we went and killed all the baby rats with shovels.	orig		My friend and I	They felt obligated to protect their family's property from harm	The baby rats	Rats are pests threatening hygiene/safety	1.0	Killing sentient beings as mere means violates universal respect for life	-3.0	Inflicting suffering for convenience is ethically problematic	-1.38	test	-2.3255351801175785	-2.2335522174835205
614	Effron	Volunteered several hours a week at a runaway shelter	orig		The volunteer	The agent acted out of goodwill to help others, not for personal gain.	Runaway shelter residents	The affected party is vulnerable and in need of support and care.	9.0	Volunteering respects residents' dignity; universalizing aid aligns with moral law.	4.0	Action promotes welfare, respects humanity, thus highly moral.	3.04444448	test	1.9426028892193714	1.9095394611358643
615	Clifford	You see a man searching through the trash to find women's discarded underwear.	orig		The man searching through the trash	The agent is motivated by personal gratification or compulsion, disregarding others' privacy.	The women whose discarded underwear is being taken	The affected party expects privacy and autonomy over their personal belongings, even when discarded.	1.0	Using others' discarded items without consent violates autonomy; universalizing this would erode trust and privacy.	-4.0	Treating women's belongings as mere objects for personal use negates their dignity, making the act deeply immoral.	-3.0	test	-2.3255351801175785	-2.2335522174835205
616	Effron	Kicked his dog for eating cheese on the edge of the table	orig		The dog owner	The agent assumed the dog deserved punishment for disobedience.	The dog	The dog acted instinctively, lacking moral understanding.	1.0	Action uses the dog as a means, violating intrinsic worth.	-3.0	Harm for natural behavior is unjustifiably cruel.	-2.8	test	-2.3255351801175785	-2.2335522174835205
617	Kruepke	When I was in my twenties I met a girl who had run away from home. She was 16 and we became very good friends. I convinced her eventually to go back home to her family.	orig		The narrator (person in their twenties)	Assumed the agent acted out of concern for the girl's well-being and family reconciliation.	The 16-year-old girl who ran away	Assumed the girl needed guidance and familial support for long-term welfare.	8.0	Encouraging responsible choices respects autonomy and well-being, aligning with treating humanity as an end.	3.0	Moral as it promotes welfare without coercion, but slight paternalism reduces score.	2.45	test	1.4090856305522528	1.329278826713562
618	Cook	Someone makes an obscene gesture in a cemetery for military veterans	orig		The person making the obscene gesture	The agent acted intentionally, aware of the gesture's disrespectful nature	Deceased military veterans and their living relatives	The deceased are honored, and relatives respect their memory	1.0	Disrespects sacred space; cannot universalize dishonoring the dead	-4.0	Violates respect for the dead and grieving, thus immoral	-2.42	test	-2.3255351801175785	-2.2335522174835205
619	Lotto	Because of the economic crisis of the last year, the company you work for has closed and you have lost your job. Recently you have been looking for a new job, but without success. You realise that you need some experience in computer technology and are convinced that you will be employed much more easily if this experience is on your CV.You insert false information in your CV about your ability in information technology. You know that in this way you will be considered above the other more qualified candidates and get the job.	orig		The job seeker (you)	Assuming lying will secure employment despite lacking qualifications.	The employer/hiring company	Assuming the employer won’t verify the false claims.	1.0	Lying undermines trust; universalizing deceit would collapse hiring systems.	-3.0	Deception treats employer as a means, violating moral duty.	-0.6	test	-2.3255351801175785	-2.2335522174835205
620	Effron	Yelled at the delivery man because he was late	orig		The customer who yelled	The agent was frustrated and prioritized their own convenience over the delivery man's circumstances.	The delivery man	The delivery man may have faced unavoidable delays beyond his control.	2.0	Yelling uses the delivery man as a means to vent frustration, violating universal respect.	-3.0	Action disrespects dignity; fails to treat humanity as an end.	-1.6	test	-1.7920179214504597	-1.720810890197754
