id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score
606	Clifford	You see a woman slapping another woman who she is arguing with in the parking lot.	orig		5.0	Action does not reflect family values.	1.0	Action does not reflect group loyalty.	6.0	Action reflects seeking revenge.	1.0	Action does not reflect heroic virtues.	1.0	Action does not reflect monkish virtues.	1.0	Action does not reflect fairness.	1.0	Action does not recognize prior possession.	-3.0	Action is morally unacceptable.	-2.8
607	Effron	Refused to help a classmate with a homework assignment	orig		5.0	Not related to family values.	0.0	Contrary to group loyalty and collaboration.	0.0	Contrary to reciprocity and trust.	5.0	Not related to heroic virtues.	5.0	Not related to monkish virtues.	5.0	Not related to fairness.	5.0	Not related to prior possession.	0.0	Refusing help is seen as morally neutral.	-0.425
608	Kruepke	One time my brother got caught stealing something when I was with him.  My parents asked me what happened, so I had to rat on him and tell them the truth. He got in a lot of trouble.	orig		7.0	Telling the truth reflects caring for family	3.0	Betraying brother contradicts group loyalty	7.0	Telling the truth reflects reciprocity	6.0	Telling the truth requires bravery	7.0	Telling the truth reflects humility and respect	7.0	Telling the truth reflects fairness	5.0	Telling the truth does not relate to prior possession	2.0	Telling the truth is morally acceptable	0.87
609	Clifford	You see a girl repeatedly interrupting her teacher as he explains a new concept.	orig		5.0	Not related to family values.	5.0	Not related to group loyalty.	5.0	Not related to reciprocity.	5.0	Not related to heroic virtues.	1.0	Interrupting teacher shows disrespect and lack of obedience.	5.0	Not related to fairness.	5.0	Not related to prior possession.	-2.0	Interrupting teacher shows lack of respect and obedience.	-2.0
610	Mickelberg	Person X ordered a take-away coffee but spilled it when they tried to take a sip.	orig		5.0	Spilling coffee is unrelated to family values.	5.0	Spilling coffee is unrelated to group loyalty.	5.0	Spilling coffee is unrelated to reciprocity.	5.0	Spilling coffee is unrelated to heroic virtues.	5.0	Spilling coffee is unrelated to monkish virtues.	5.0	Spilling coffee is unrelated to fairness.	5.0	Spilling coffee is unrelated to prior possession.	0.0	Spilling coffee is a neutral action with no moral implications.	0.08
611	Effron	Helped an elderly woman put in storm windows	orig		6.0	Action reflects caring, but not directly family-related.	8.0	Action reflects group loyalty and helping others.	7.0	Action reflects reciprocity, as it's a favor.	5.0	Action reflects bravery and skill, but not heroic.	8.0	Action reflects humility and respect for the elderly.	5.0	Action is fair and helpful, not divisive.	7.0	Action respects the elderly woman's prior possession.	3.0	Action is morally acceptable and reflects kindness.	3.1304348
612	Kruepke	I found a wallet with a fifty-dollar bill in it. I found a phone number to call and contacted the woman whose wallet it was. She was very appreciative and came to my house to pick it up.	orig		5.0	Action unrelated to family values.	8.0	Action reflects group loyalty and collaboration.	10.0	Action reflects reciprocity and gratitude.	6.0	Action reflects bravery and wit.	7.0	Action reflects humility and respect.	10.0	Action reflects fairness in resource division.	10.0	Action recognizes and defers to prior possession.	4.0	Action is highly moral due to reciprocity and fairness.	2.9
613	Kruepke	My friend's family had a clubhouse in the back of their yard infested with rats. They asked my friend and I if we would kill the rats with shovels. So we went and killed all the baby rats with shovels.	orig		0.0	Action is contrary to caring for offspring.	7.0	Action reflects group loyalty to friend's family.	6.0	Action reflects reciprocity towards friend's family.	7.0	Action reflects bravery and skill.	5.0	Action does not reflect monkish virtues.	5.0	Action is neutral to fairness.	5.0	Action does not reflect recognition of prior possession.	-2.0	Action is morally questionable due to killing baby rats.	-1.38
614	Effron	Volunteered several hours a week at a runaway shelter	orig		8.0	Volunteering at a runaway shelter reflects caring for offspring.	8.0	Volunteering at a runaway shelter reflects group loyalty.	8.0	Volunteering at a runaway shelter reflects reciprocity through helping others.	7.0	Volunteering at a runaway shelter reflects bravery and fortitude.	8.0	Volunteering at a runaway shelter reflects humility and respect.	7.0	Volunteering at a runaway shelter reflects fairness in helping those in need.	5.0	Volunteering at a runaway shelter does not directly relate to prior possession.	4.0	Volunteering at a runaway shelter is highly moral.	3.04444448
615	Clifford	You see a man searching through the trash to find women's discarded underwear.	orig		5.0	Action is unrelated to family values.	5.0	Action is not related to group loyalty.	5.0	Action does not involve reciprocity.	5.0	Action does not reflect heroic virtues.	6.0	Action may reflect humility and deference.	5.0	Action does not involve dividing resources.	3.0	Action does not respect prior possession.	-2.0	Action is morally questionable due to privacy concerns.	-3.0
616	Effron	Kicked his dog for eating cheese on the edge of the table	orig		0.0	Kicking a dog is contrary to caring for offspring.	5.0	Kicking a dog does not reflect group loyalty.	5.0	Kicking a dog does not reflect reciprocity.	5.0	Kicking a dog does not reflect heroic virtues.	5.0	Kicking a dog does not reflect monkish virtues.	5.0	Kicking a dog does not reflect fairness.	5.0	Kicking a dog does not reflect recognition of prior possession.	-4.0	Kicking a dog is considered immoral.	-2.8
617	Kruepke	When I was in my twenties I met a girl who had run away from home. She was 16 and we became very good friends. I convinced her eventually to go back home to her family.	orig		9.0	Action reflects caring for offspring and family	8.0	Action reflects forming friendships and favoring own group	8.0	Action reflects reciprocating favors and expressing gratitude	7.0	Action reflects bravery and wit	8.0	Action reflects humility and respect	8.0	Action reflects fairness in resolving disputes	5.0	Action does not directly relate to prior possession	4.0	Action is morally acceptable and reflects positive values	2.45
618	Cook	Someone makes an obscene gesture in a cemetery for military veterans	orig		5.0	Action is unrelated to family values.	0.0	Action disrespects group loyalty to veterans.	5.0	Action does not involve reciprocity.	1.0	Action lacks bravery or heroic virtues.	0.0	Action disrespects monkish virtues of respect.	0.0	Action is unfair to veterans and their families.	0.0	Action disregards prior possession and respect.	-4.0	Action is highly immoral and disrespectful.	-2.42
619	Lotto	Because of the economic crisis of the last year, the company you work for has closed and you have lost your job. Recently you have been looking for a new job, but without success. You realise that you need some experience in computer technology and are convinced that you will be employed much more easily if this experience is on your CV.You insert false information in your CV about your ability in information technology. You know that in this way you will be considered above the other more qualified candidates and get the job.	orig		5.0	Action is unrelated to family values.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity.	0.0	Action is contrary to heroic virtues.	0.0	Action is contrary to monkish virtues.	0.0	Action is contrary to fairness.	0.0	Action is contrary to prior possession.	-4.0	Action is highly immoral.	-0.6
620	Effron	Yelled at the delivery man because he was late	orig		5.0	Yelling at delivery man unrelated to family values.	2.0	Yelling at delivery man shows disrespect for group norms.	1.0	Yelling at delivery man is not reciprocal or grateful.	1.0	Yelling at delivery man does not reflect heroic virtues.	1.0	Yelling at delivery man is not humble or respectful.	1.0	Yelling at delivery man is not fair or compromising.	1.0	Yelling at delivery man does not respect prior possession.	-3.0	Yelling at delivery man is morally unacceptable.	-1.6
621	Mickelberg	Person X hailed a bus and asked the bus driver which stop was the closest stop to get to the city.	orig		5.0	Action is unrelated to family values.	6.0	Asking for directions shows group cooperation.	5.0	Action is neutral to reciprocity.	5.0	Action is neutral to heroic virtues.	6.0	Asking for help shows humility.	5.0	Action is neutral to fairness.	5.0	Action is neutral to prior possession.	0.0	Action is morally neutral.	0.23
