id	dataset	scenario	circumstance_type	circumstance	aspect1	aspect1_score	aspect1_expl	aspect2	aspect2_score	aspect2_expl	aspect3	aspect3_score	aspect3_expl	aspect4	aspect4_score	aspect4_expl	aspect5	aspect5_score	aspect5_expl	aspect6	aspect6_score	aspect6_expl	moral_score	moral_expl	human_score
623	Mickelberg	Person X declined a high-paying job with a weapons manufacturing company because they didn't believe in what the company stood for.	orig		Person X's personal beliefs	10	Person X's moral stance on weapons	Impact on society	8	Potential positive impact of not contributing to weapons manufacturing	Financial implications	9	Person X's willingness to forgo financial gain for moral reasons	Alternative job opportunities	5	Availability of morally acceptable job alternatives for Person X	Company's ethical practices	2	Weapons manufacturing company's ethical practices and intentions	Potential for change	3	Person X's potential to influence the company's practices from within	4	Person X's decision aligns with their moral beliefs and has potential positive societal impact	2.27
624	Clifford	You see a mayor saying that the neighboring town is a much better town.	orig		Honesty	7	The mayor's statement should be truthful.	Respect	5	The mayor should respect their own town.	Intention	6	The mayor's intention should be beneficial.	Impact	6	The statement should not negatively impact the town.	Transparency	7	The mayor should be clear about their reasons.	Accountability	7	The mayor should be accountable for their words.	2	The scenario is morally acceptable but could be improved.	-1.6
625	Effron	Found an expensive briefcase and tried to locate its owner	orig		Intention	9	The intention behind finding the owner	Effort	8	Effort put into locating the owner	Honesty	10	Honesty about finding the briefcase	Respect for property	10	Respect for the owner's property	Transparency	9	Transparency about the process	Responsibility	9	Taking responsibility for the briefcase	4	High moral acceptability due to honesty and effort	3.07096768
626	Kruepke	A couple of years ago, I was out on the streets using drugs. I had a very young attractive girlfriend. I used to let her do whatever she wanted to do, like prostitution and stuff like that.	orig		Consent	5	Girlfriend's consent to prostitution is crucial.	Drug Use	1	Illegal drug use is morally questionable.	Exploitation	2	Allowing girlfriend to engage in prostitution may be exploitative.	Age Appropriateness	5	Girlfriend's age and maturity level are important factors.	Relationship Dynamics	3	Power dynamics and mutual respect in the relationship.	Impact on Health	1	Potential health risks associated with drug use and prostitution.	-3	Overall, the scenario raises serious moral concerns.	-2.87
627	Clifford	You see a US swimmer cheering as a Chinese foe beats his teammate to win the gold.	orig		Sportsmanship	9	Cheering for a competitor shows good sportsmanship.	Patriotism	5	Cheering for a foreign competitor may be seen as less patriotic.	Team Loyalty	4	Cheering for a competitor who beat a teammate may seem disloyal.	Respect for Competition	8	Respecting the competition and its outcome is important.	Personal Integrity	7	The swimmer's actions reflect his personal integrity.	Cultural Sensitivity	8	Cheering for a foreign competitor shows cultural sensitivity.	1	The scenario is morally acceptable with a slight bias towards immorality due to perceived disloyalty.	-1.8
628	Kruepke	I was in high school and about to take a physiology exam. I didn't study for the test so I grabbed the exam of a guy who sat in front of me. I passed it around to my friends nearby and then gave it back.	orig		Honesty	0	Cheating on a test is dishonest.	Respect for rules	0	Breaking school rules is disrespectful.	Fairness	0	Cheating gives an unfair advantage.	Respect for others' work	0	Using someone else's work is disrespectful.	Personal integrity	0	Cheating undermines personal integrity.	Impact on learning	0	Cheating undermines the purpose of education.	-4	The scenario is extremely immoral.	-2.5
629	Mickelberg	Person X failed a student because they were African American.	orig		Discrimination	0	Failing a student based on race is discriminatory.	Fairness	0	The scenario is not fair to the student.	Respect for Diversity	0	The scenario shows no respect for diversity.	Professional Ethics	0	The teacher violates professional ethics by failing a student based on race.	Impact on Student's Future	0	The student's future is negatively impacted by this unfair treatment.	Legal Compliance	0	The scenario violates laws against racial discrimination.	-4	The scenario is extremely immoral due to racial discrimination.	-3.5
630	Clifford	You see a teenage male in a dorm bathroom secretly using a stranger's toothbrush.	orig		Consent	0	The stranger did not give consent for their toothbrush to be used.	Hygiene	0	Using someone else's toothbrush can spread germs and diseases.	Respect for property	0	The toothbrush is personal property, and using it without permission is disrespectful.	Honesty	0	The teenage male is not being honest by using someone else's toothbrush.	Trust	0	This action can break trust between dorm mates.	Health implications	0	This action can have negative health implications for both parties.	-4	The scenario is highly immoral due to lack of consent, disrespect for property, and potential health risks.	-2.6
631	Effron	Fixed a friend's broken laptop	orig		Friendship and Trust	10	Helping a friend builds trust and strengthens friendship.	Skills and Knowledge	9	Using technical skills to help someone is morally good.	Consent	9	Ensure friend consented to the repair and understood the process.	Honesty and Transparency	10	Being honest about repair process and potential outcomes.	Responsibility	9	Taking responsibility for the repair and its consequences.	Privacy	10	Respecting friend's privacy while fixing the laptop.	4	The scenario is highly moral due to the positive aspects.	2.4
632	Lotto	You are on a trip to Nepal with some other tourists. Your aeroplane has crashed in the Himalayas and only five of you have survived. You have no food and the temperature is below zero. The only possibility of surviving is to go on foot to a small village which is on the other side of the mountain. One of the survivors is injured and is slowing you down.You shoot the injured person so that you can make faster progress. This person will die, but you and the rest of the group will be able to reach the village and will all survive.	orig		Preservation of life	5	Sacrificing one to save many	Informed consent	0	Injured person cannot consent	Intention	7	Intention is to save the group	Fairness	2	Unfair to the injured person	Autonomy	1	Violates the autonomy of the injured	Proportionality	6	Benefit outweighs harm	0	Morally questionable due to lack of consent	-1.46
