id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
554	Kruepke	I was dating this guy who was having a nervous breakdown. His mother asked me if I would move in with him, cook for him and make sure he was okay. So I moved in with him for a while.	orig		4	0	3	0	0	0	3	Moving in to help him during crisis	No cheating or unfairness involved	Showing loyalty by supporting him	Respecting mother's request, not subverting	No degradation or sanctity violation	No oppression, acting out of free will	Scenario leans towards 'R' norms, indicating moral behavior	1.39
555	Effron	Told a colleague in public that she should lose weight	orig		-4	0	-2	-3	-4	-3	-3	Comment causes emotional harm	Not applicable in this context	Comment may imply disloyalty to colleague	Comment subverts professional norms	Comment degrades colleague's self-worth	Comment infringes on colleague's liberty	Scenario leans towards harmful, disloyal, and oppressive acts	-1.83783776
556	Effron	Gave money to charity	orig		5	5	5	0	5	5	4	Giving to charity is an act of help.	Charity donation is a fair and just act.	Loyalty to the cause of the charity.	No subversion or authority involved in this act.	Charity donation is a sacred act of kindness.	Promotes liberty by helping those in need.	Scenario leans towards extreme R, indicating high moral acceptability	2.6971428
557	Clifford	You see a manager coercing her employees into eating at her brother's diner.	orig		2	-3	1	-4	0	-2	-1.5	Manager indirectly helps brother's business.	Manager's actions may not be fair to employees.	Manager shows loyalty to family, not employees.	Manager abuses authority to benefit family.	No clear impact on sanctity or degradation.	Manager's actions limit employees' freedom of choice.	Scenario leans towards immoral due to cheating and subversion	-2.2
558	Mickelberg	Person X is learning French as they always wanted to learn another language.	orig		5	0	0	0	0	5	-2	Learning French helps personal growth	No cheating or fairness involved	No betrayal or loyalty involved	No subversion or authority involved	No degradation or sanctity involved	Learning French promotes liberty	High scores in Harm/Help and Oppression/Liberty	0.57
559	Cook	Someone states that biological diferences between men and women make men better suited to do certain types of work and women better suited to do other types of work	orig		-3	-4	-2	-3	-4	-4	-3	Potential harm to women's opportunities	Unfairly limits job opportunities	No direct betrayal, but undermines equality	Challenges equal opportunity authority	Degrading to women's capabilities	Oppressive to women's career choices	Scenario leans towards harmful, cheating, and oppressive acts	-1.71
560	Kruepke	Years ago, I shoplifted lipstick from a drugstore. No matter what I did with the lipstick after I stole it, I just wasn’t able to enjoy it. I never took it back though or told anyone.	orig		-3	-4	-2	-3	-2	-1	-3	Caused financial harm to the store	Violated fairness by not paying	Betrayed trust of the store	Subverted societal rules and laws	Degraded personal moral standards	Infringed on store's liberty	Scenario leans towards harmful, cheating, and subversive acts	-2.24
561	Kruepke	My father is manic-depressive. He was very difficult to deal with and often made life really hard and everyday situations unpleasant. I talked about him in a really negative way because it was so hard for me to deal with.	orig		-4	-2	-1	-2	-3	-4	-3	Father's behavior caused emotional harm	No cheating involved, but unfairness in behavior	No betrayal, but lack of emotional support	No subversion, but disregard for family authority	Degradation through negative behavior and words	Oppression through difficult and unpleasant situations	Scenario leans towards harmful, cheating, and oppressive acts	-1.25
562	Kruepke	I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet.	orig		5	5	5	0	5	5	4	Returning the wallet helps the owner.	Returning the wallet is fair and honest.	Loyalty to social norms of honesty.	No authority figure involved in the scenario.	Respecting the sanctity of personal property.	Respecting the liberty of the owner.	Scenario leans towards extreme R, indicating high moral acceptability	3.12
563	Kruepke	At a restaurant, when the waitress returned with my change, I was positive she was $10 short. She disagreed but gave me the $10. I told her that if the register was $10 short tonight I'd give it back to her. When I came back the next day, she said I was wrong so gave her the $10.	orig		3	2	3	0	0	1	2.5	Customer helps waitress by offering $10.	Customer initially suspects cheating, but resolves fairly.	Customer shows loyalty by returning to resolve issue.	No subversion or authority involved.	No degradation or sanctity involved.	Customer exercises liberty to resolve issue.	Scores indicate actions leaning towards R, but not extreme	1.36
564	Lotto	You are having dinner with some friends in a restaurant in the centre of town. Suddenly, a criminal armed with a machine gun enters. He threatens to shoot at a table where a family of six is seated if his request for an outrageous amount of money is not met. You understand that the gunman has mental problems and any attempts to mediate would be in vain.You push a man who is near your table on to the gunman so that he will feel threatened and shoot him. You know that this man will die, but the six people will have time to escape.	orig		3	-3	-2	2	-4	-1	-2	Sacrificing one to save six	Unfair to the sacrificed person	Betraying the pushed man's trust	Subverting the gunman's authority	Degrading the value of human life	Oppressing the gunman's freedom	Scenario leans towards immoral due to cheating, betrayal, degradation	-1.25
565	Mickelberg	Person X played chess with their friend, winning the game.	orig		0	0	0	0	0	0	0	No harm or help in a friendly game.	Assuming fair play, no cheating involved.	No betrayal or loyalty in a friendly game.	No subversion or authority in a friendly game.	No degradation or sanctity in a friendly game.	No oppression or liberty in a friendly game.	All norms are neutral, indicating no moral implications.	0.3
566	Mickelberg	Person X always wins at Trivial Pursuit.	orig		0	2	0	0	0	0	0.4	No harm or help in gameplay	No evidence of cheating	No betrayal or loyalty involved	No subversion or authority involved	No degradation or sanctity involved	No oppression or liberty involved	Scenario is slightly moral due to fairness	0.16
567	Effron	Threw an acquaintance out of his home for disagreeing with him	orig		-4	-3	-4	-4	-3	-4	-4	Threw out acquaintance, causing potential harm.	No cheating involved, but unfair treatment.	Betrayal of hospitality norms, disloyal to friendship.	Subversion of guest's rights, misuse of authority.	Degrading treatment, disrespecting sanctity of home.	Oppressive behavior, infringing on acquaintance's liberty.	Scenario involves extreme harm, cheating, betrayal, subversion, and oppression.	-1.5428572
568	Cook	Someone makes a post on Facebook about how worthless teachers are	orig		-4	-3	-2	-2	-3	0	-3.5	Post harms teachers' reputation	Post is unfair to teachers	Post betrays trust in teachers	Post subverts teachers' authority	Post degrades teaching profession	Post does not oppress teachers	Scenario leans towards harmful, cheating, and degrading acts	-1.85
569	Lotto	You are a fireman who is trying to save some people trapped in a fire which has broken out on the 20th floor of a skyscraper, which is luckily deserted. Six people are trapped in a room on the 21st floor and are already beginning to suffocate from the smoke, while one person is coming down alone from the 19th floor on foot.Activate the automatic closure of the fire doors. You know that this will mean that the person coming down will be unable to escape from the building. He will die, but it will give you time to save the other six.	orig		4	2	3	4	4	3	3.5	Sacrificing one to save six helps more people	Unfair to the one person, but fair to the group	Loyalty to the group, betrayal to the individual	Following authority to save lives	Respecting life's sanctity by saving more people	Limiting one's liberty to ensure others' survival	Scenario leans towards right, indicating moral acceptability	-0.6
570	Effron	Worked in a state park for a summer	orig		4	3	4	3	5	4	3.5	Working in a park helps maintain it.	Fairness applies in work distribution and ethics.	Loyalty to park rules and mission is expected.	Respect for park authority and regulations is required.	Sanctity of nature and park resources is upheld.	Liberty to work and enjoy the park is granted.	Scenario leans towards right, indicating moral acceptability	1.24137936
