id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
576	Mickelberg	Person X left their children alone in the car for two hours while they went to have a drink on a hot day.	orig		0.0	Lacks practical wisdom; endangers children's safety.	0.0	Violates fairness and moral righteousness towards children.	0.0	No courage or strength shown in upholding moral convictions.	0.0	Lacks moderation and self-control in desires and pleasures.	-4.0	Extremely immoral due to lack of prudence, justice, fortitude, and temperance.	-3.56	test	-2.636132535150249	-2.8007092475891113
577	Mickelberg	Person X did not meet their sales targets for the month at work.	orig		5.0	Action is neutral; not enough context.	5.0	Action is neutral; not related to justice.	3.0	Not meeting targets shows lack of fortitude.	4.0	Not meeting targets could imply lack of temperance.	-1.0	Overall, scenario is morally neutral with slight negativity.	0.06	test	0.17732544658799831	0.460938036441803
578	Lotto	You are in charge of a medical team which is taking part in an expedition that will be isolated in the Sahara Desert. In the group, there is a family of five people who suffer from a serious genetic disease which causes vitamin deficiency. You have no drugs with you that can guarantee their survival, and rescue will not arrive in time.You remove the kidney of one of the group to extract the indispensable vitamins. You know that this person will die, but the five family members will be saved.	orig		2.0	Action lacks prudence; sacrificing one life for others is not balanced.	1.0	Action is unjust; one person's life is not worth less than five.	7.0	Action reflects fortitude; decision is difficult but made for a perceived greater good.	2.0	Action lacks temperance; it's an extreme measure not considering other options.	-3.0	Overall, the action is morally unacceptable due to lack of justice and prudence.	-0.8	test	-2.346592632107445	-1.6017919778823853
579	Kruepke	I was at an office party and the company had decorated a room for a fancy dinner. At the end of the night my friend said that we could take the candles that were on the table. She didn't know that we weren't supposed to take the candles, so we returned them.	orig		8.0	Action shows prudence in returning candles.	8.0	Action respects property rights, reflecting justice.	5.0	Action requires minimal fortitude, as no adversity.	7.0	Action shows temperance in resisting temptation.	3.0	Action is morally acceptable, balancing virtues.	1.86	test	1.8383594509521664	2.3573036193847656
580	Effron	Closed the elevator door before anyone else could get on	orig		2.0	Action lacks consideration for others' needs.	2.0	Action disregards fairness and equal opportunity.	5.0	No challenge or adversity faced.	2.0	Action shows lack of self-control in personal desires.	-3.0	Action is morally unacceptable due to lack of consideration for others.	-1.3473684	test	-1.7526340715755335	-2.0256316661834717
581	Kruepke	There is a stray cat that comes to my door sometimes. I have been feeding the cat and noticed she became very ill. I ordered some antibiotics from the vet and gave them to her.	orig		8.0	Action shows practical wisdom in caring for the cat.	7.0	Action reflects fairness in helping a vulnerable creature.	6.0	Action shows courage in taking responsibility for the cat.	7.0	Action reflects self-control in following through with care.	3.0	Overall, the action is morally commendable.	2.27	test	1.3054529466024558	1.2749857902526855
582	Mickelberg	Person X took performance-enhancing drugs in order to win a race.	orig		0.0	Action disregards moral principles for practical gain.	0.0	Action violates fairness and moral righteousness in competition.	1.0	Action lacks courage to face challenges honestly.	0.0	Action shows lack of self-control and moderation.	-4.0	Action is highly immoral due to lack of prudence, justice, and temperance.	-2.64	test	-2.697184591332448	-2.9341182708740234
583	Lotto	You are the head zoo keeper and you are doing the rounds with another keeper. You realise that one of the cleaners has left the lions’ cage open by mistake. You see that a lion is coming towards the open gate and you do not have time to close it. There are three visitors right in front of the gate.You push the keeper next to you against the gate to stop the lion getting out. You know that the man will be attacked and killed, but the three visitors will be saved.	orig		8.0	Practical wisdom in saving more lives.	5.0	Sacrificing one to save many is debatable justice.	7.0	Courageous act to face the lion.	6.0	Moderation in not panicking and acting swiftly.	2.0	Morally complex but overall positive outcome.	-1.47	test	0.32540928315579665	-0.4546200633049011
584	Mickelberg	Person X cheated in a card game while playing with a group of their friends.	orig		0.0	Cheating lacks prudence as it disregards moral principles.	0.0	Cheating is contrary to justice as it violates fairness.	0.0	Cheating does not reflect fortitude as it lacks moral conviction.	0.0	Cheating lacks temperance as it indulges in excessive desire.	-4.0	Cheating is highly immoral as it violates all virtues.	-1.91	test	-2.636132535150249	-2.8007092475891113
585	Kruepke	I remember a couple of times my husband and I have brought backpacks with sandwiches and snacks into the movie theater. We do it out of necessity because we don’t have a lot of money and cannot afford theater food. So as soon as the movie starts we take out our snack.	orig		8.0	Practical wisdom in managing limited resources	7.0	No harm to others or unfair advantage	6.0	Courage to face social norms for necessity	9.0	Moderation in desires and expenses	3.0	Morally acceptable due to necessity and moderation	-0.12	test	1.2560183684613238	0.7407888770103455
586	Kruepke	I had a cat for two years before someone moved in with me. He didn't like the cat and he wanted me to get rid of it. So I left the cat at a friend's house who didn't even take care of the cat.	orig		2.0	Lack of practical wisdom; didn't find a better solution	1.0	Unfair to the cat and friend; lacks moral righteousness	2.0	No courage shown in standing up for the cat	3.0	Lack of self-control; prioritized roommate over cat	-3.0	Immoral due to neglect and unfairness towards the cat	-1.4	test	-2.0660496402670145	-1.8000028133392334
587	Clifford	You see a boy telling a woman that she looks just like her overweight bulldog.	orig		5.0	Lacks prudence; no moral principles involved.	1.0	Insulting comment; lacks justice and fairness.	5.0	No courage or strength required.	2.0	Lacks self-control; rude comment.	-3.0	Immoral due to lack of justice and temperance.	-3.3	test	-1.7827618803053187	-0.6639177203178406
588	Effron	Always remembers the birthdays of friends and relatives	orig		7.0	Reflects practical wisdom in managing relationships.	6.0	Ensures fairness in relationships by acknowledging birthdays.	5.0	Not directly related to fortitude.	6.0	Shows self-control in remembering important dates.	3.0	Overall morally acceptable, reflecting positive virtues.	1.225	test	0.7721256305417987	1.0713176727294922
589	Mickelberg	Person X helped a neighbor move a piano into his second floor apartment.	orig		8.0	Action shows practical wisdom, balancing help with safety.	9.0	Action reflects fairness and good neighborliness.	7.0	Action shows courage and strength in physical task.	8.0	Action reflects self-control, not driven by personal gain.	4.0	Highly moral, reflecting multiple virtues.	2.35	test	2.163392497684715	2.399559259414673
590	Clifford	You see a teaching assistant talking back to the teacher in front of the classrom.	orig		2.0	Action lacks prudence; TA should respect teacher's authority.	3.0	Action is unfair; TA should address concerns privately.	5.0	Action shows courage, but lacks wisdom.	2.0	Action lacks self-control; TA should address concerns appropriately.	-3.0	Overall, the scenario is morally unacceptable.	-2.5	test	-1.280779623408021	-1.6599888801574707
591	Lotto	A car accident causes a devastating explosion inside a long tunnel. You and another four survivors are finding your way through the debris to get out of the tunnel. Because of structural damage, a high tension electric cable has snapped and is beginning to swing towards you. The asphalt is soaked with petrol. In the opposite direction you see another survivor coming towards you.You use a rubber-soled shoe to divert the electric cable in the opposite direction. You know that the person coming towards you will be electrocuted, but you and the other four will be unhurt.	orig		6.0	Action balances self-preservation with harm to others.	3.0	Action prioritizes self and group survival over others.	8.0	Action demonstrates courage in facing danger.	7.0	Action shows self-control in managing fear.	-2.0	Action is morally questionable due to harm caused.	-1.26	test	-0.9985533847238117	-0.6639177203178406
592	Clifford	You see a coach celebrating with the opposing team's players who just won the game.	orig		8.0	Balances sportsmanship with practical wisdom	9.0	Promotes fairness and respect in sports	7.0	Demonstrates courage to uphold moral values	8.0	Shows self-control and humility	4.0	Highly moral act of sportsmanship	-1.8	test	2.163392497684715	2.399559259414673
