id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
551	Lotto	You are in charge of the Maritime Police. You have received a message that the captain and a seaman of a cargo ship are healthy carriers of a lethal and contagious virus. They do not know that they are infected, and are travelling towards a small gulf where fishermen live. The communications system of the cargo ship is not working and, therefore, they cannot be contacted.You launch a missile and sink the cargo ship to avoid it mooring and thus spreading the virus. You know that the captain and seaman will die, but the fishermen will be saved.	orig		5.0	Action is neutral to family values.	8.0	Action favors the local group of fishermen.	5.0	Action is neutral to reciprocity.	7.0	Action reflects bravery and fortitude.	5.0	Action is neutral to monkish virtues.	5.0	Action is neutral to fairness.	5.0	Action is neutral to prior possession.	2.0	Action saves many lives at the cost of few.	-0.46	test	0.6613241636040685	0.4221325218677521
552	Clifford	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	orig		5.0	Action is unrelated to family values.	0.0	Action undermines group loyalty by being exclusionary.	0.0	Action is contrary to reciprocity, promotes negativity.	0.0	Action does not reflect heroic virtues.	0.0	Action is contrary to humility and respect.	0.0	Action is unfair and discriminatory.	5.0	Action is unrelated to prior possession.	-4.0	Action is highly immoral due to exclusion and disrespect.	-2.8	test	-2.901173463539813	-2.1122469902038574
553	Kruepke	About ten years ago, I had a friend who was a musician. She was struggling and wasn't making any money. We had a nice time together and I enjoyed her company. At that time, I was making money, so I decided to give her some money.	orig		5.0	Not related to family values.	8.0	Reflects forming friendships and helping a friend.	7.0	Reflects trust and reciprocating favors.	5.0	Not related to heroic virtues.	6.0	Reflects humility and respect.	5.0	Not related to fairness in resources.	5.0	Not related to prior possession.	3.0	Helping a friend is morally positive.	2.04	test	1.0474588917193577	1.8528127670288086
554	Kruepke	I was dating this guy who was having a nervous breakdown. His mother asked me if I would move in with him, cook for him and make sure he was okay. So I moved in with him for a while.	orig		7.0	Action reflects caring for family indirectly.	8.0	Action shows loyalty to the boyfriend's family.	7.0	Action reflects reciprocating trust and support.	6.0	Action shows fortitude and bravery.	8.0	Action reflects humility and obedience.	5.0	Action is neutral regarding fairness.	5.0	Action is neutral regarding prior possession.	3.0	Action is morally positive due to support and loyalty.	1.39	test	1.736044716811493	2.624199390411377
555	Effron	Told a colleague in public that she should lose weight	orig		5.0	Not related to family values.	0.0	Contrary to group loyalty; can harm relationships.	0.0	Does not reflect reciprocity; can damage trust.	5.0	Not related to heroic virtues.	0.0	Contrary to humility and respect.	5.0	Not related to fairness.	5.0	Not related to prior possession.	-4.0	Publicly shaming is highly immoral.	-1.83783776	test	-2.3885151466874848	-3.0178089141845703
556	Effron	Gave money to charity	orig		5.0	Not directly related to family values.	7.0	Reflects group loyalty by supporting community.	6.0	Reflects reciprocity by helping others.	5.0	Not related to heroic virtues.	8.0	Reflects humility and respect.	5.0	Not directly related to fairness.	5.0	Not related to prior possession.	3.0	Generally seen as a moral action.	2.6971428	test	1.381065281528413	2.2027339935302734
557	Clifford	You see a manager coercing her employees into eating at her brother's diner.	orig		3.0	Action helps family but coerces others.	2.0	Coercion undermines genuine group loyalty.	2.0	Coercion disrupts fair reciprocity.	0.0	No reflection of heroic virtues.	1.0	Coercion lacks humility and respect.	1.0	Unfair to employees, favors family.	5.0	No relation to prior possession.	-3.0	Coercion makes it morally negative.	-2.2	test	-2.1646732735340395	-0.7923672795295715
558	Mickelberg	Person X is learning French as they always wanted to learn another language.	orig		5.0	Learning French is neutral to family values.	6.0	Learning a language can enhance group loyalty.	5.0	Not directly related to reciprocity.	7.0	Shows fortitude and skill in learning.	5.0	Neutral to monkish virtues.	5.0	Not related to fairness in resources.	5.0	Neutral to prior possession.	3.0	Overall positive and morally acceptable.	0.57	test	0.48898452286676974	0.8590003252029419
559	Cook	Someone states that biological diferences between men and women make men better suited to do certain types of work and women better suited to do other types of work	orig		5.0	Not directly related to family values.	6.0	May promote group loyalty by defining roles.	5.0	Not directly related to reciprocity.	5.0	Does not reflect heroic virtues.	6.0	May reflect deference to traditional roles.	3.0	Could be seen as unfair gender stereotyping.	5.0	Not related to prior possession.	-1.0	Mixed moral implications, leaning negative.	-1.71	test	0.5681736434609168	0.1770748794078827
560	Kruepke	Years ago, I shoplifted lipstick from a drugstore. No matter what I did with the lipstick after I stole it, I just wasn’t able to enjoy it. I never took it back though or told anyone.	orig		5.0	Shoplifting does not relate to family values.	0.0	Shoplifting is contrary to group loyalty.	0.0	Shoplifting is contrary to reciprocity.	5.0	Shoplifting does not reflect heroic virtues.	0.0	Shoplifting is contrary to monkish virtues.	0.0	Shoplifting is contrary to fairness.	0.0	Shoplifting is contrary to prior possession.	-4.0	Shoplifting is generally considered immoral.	-2.24	test	-2.3446657835863087	-1.9282268285751343
561	Kruepke	My father is manic-depressive. He was very difficult to deal with and often made life really hard and everyday situations unpleasant. I talked about him in a really negative way because it was so hard for me to deal with.	orig		2.0	Negative talk about father; contrary to family values.	3.0	Negative talk can harm group loyalty.	2.0	Does not reflect reciprocity; no trust or gratitude.	1.0	No bravery or fortitude shown.	1.0	Lacks humility and respect.	5.0	Does not address fairness or compromise.	5.0	Not related to prior possession.	-3.0	Overall negative impact on moral values.	-1.25	test	-1.9728861251503857	-1.0058027505874634
562	Kruepke	I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet.	orig		5.0	Not related to family values.	7.0	Reflects group loyalty by helping a community member.	8.0	Reflects reciprocity by returning lost property.	5.0	Not related to heroic virtues.	7.0	Reflects humility and respect.	5.0	Not related to fairness in dividing resources.	10.0	Highly reflects recognition of prior possession.	4.0	Highly moral action, promotes community trust.	3.12	test	1.3267002437364765	2.3973865509033203
563	Kruepke	At a restaurant, when the waitress returned with my change, I was positive she was $10 short. She disagreed but gave me the $10. I told her that if the register was $10 short tonight I'd give it back to her. When I came back the next day, she said I was wrong so gave her the $10.	orig		5.0	Not related to family values.	5.0	Neutral to group loyalty.	8.0	Reflects reciprocity by returning money.	5.0	Does not reflect heroic virtues.	7.0	Shows respect and humility.	8.0	Reflects fairness in resolving dispute.	8.0	Acknowledges prior possession of money.	3.0	Overall moral action.	1.36	test	1.1956209445802366	2.2236270904541016
564	Lotto	You are having dinner with some friends in a restaurant in the centre of town. Suddenly, a criminal armed with a machine gun enters. He threatens to shoot at a table where a family of six is seated if his request for an outrageous amount of money is not met. You understand that the gunman has mental problems and any attempts to mediate would be in vain.You push a man who is near your table on to the gunman so that he will feel threatened and shoot him. You know that this man will die, but the six people will have time to escape.	orig		5.0	Action is neutral to family values.	7.0	Sacrificing one to save others shows group loyalty.	2.0	Action is contrary to reciprocity principles.	6.0	Shows bravery but lacks fortitude and wit.	1.0	Contrary to humility and respect.	1.0	Unfair to the man pushed.	5.0	Does not recognize prior possession.	-3.0	Morally questionable due to sacrifice.	-1.25	test	-1.1248055207570755	-2.7278478145599365
565	Mickelberg	Person X played chess with their friend, winning the game.	orig		5.0	Playing chess is unrelated to family values.	7.0	Playing chess with a friend reflects group loyalty.	5.0	Winning a game does not directly reflect reciprocity.	7.0	Chess involves skill and wit.	5.0	Playing chess is neutral to monkish virtues.	6.0	Chess is a fair game with clear rules.	5.0	Chess does not involve prior possession.	2.0	The scenario is morally neutral to positive.	0.3	test	0.5798984625035368	0.703635573387146
566	Mickelberg	Person X always wins at Trivial Pursuit.	orig		5.0	Winning at Trivial Pursuit is unrelated to family values.	6.0	Winning may foster group loyalty if done in a friendly manner.	4.0	Winning consistently may affect reciprocity if perceived as unfair.	8.0	Winning reflects skill and wit, key heroic virtues.	3.0	Winning does not reflect humility or deference.	4.0	Winning consistently may be seen as unfair by others.	5.0	Winning is unrelated to prior possession.	1.0	Overall, winning is slightly positive but can have mixed effects.	0.16	test	-0.13520563146161146	0.23386237025260925
567	Effron	Threw an acquaintance out of his home for disagreeing with him	orig		5.0	Action is unrelated to family values.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity.	5.0	Action does not reflect heroic virtues.	0.0	Action is contrary to monkish virtues.	0.0	Action is contrary to fairness.	5.0	Action does not reflect prior possession.	-4.0	Action is highly immoral.	-1.5428572	test	-2.412235743028073	-2.250279426574707
568	Cook	Someone makes a post on Facebook about how worthless teachers are	orig		5.0	Not related to family values.	0.0	Contrary to group loyalty; undermines community.	0.0	Contrary to reciprocity; shows disrespect.	5.0	Not related to heroic virtues.	0.0	Contrary to monkish virtues; lacks respect.	5.0	Not related to fairness.	5.0	Not related to prior possession.	-3.0	Disrespectful and undermines community.	-1.85	test	-2.3885151466874848	-3.0178089141845703
569	Lotto	You are a fireman who is trying to save some people trapped in a fire which has broken out on the 20th floor of a skyscraper, which is luckily deserted. Six people are trapped in a room on the 21st floor and are already beginning to suffocate from the smoke, while one person is coming down alone from the 19th floor on foot.Activate the automatic closure of the fire doors. You know that this will mean that the person coming down will be unable to escape from the building. He will die, but it will give you time to save the other six.	orig		5.0	Action is neutral to family values.	8.0	Saving six people reflects group loyalty.	5.0	Action is neutral to reciprocity.	9.0	Shows bravery and fortitude in saving lives.	5.0	Action is neutral to monkish virtues.	2.0	Sacrificing one to save six is unfair.	5.0	Action is neutral to prior possession.	1.0	Morally complex but leans towards saving more lives.	-0.6	test	0.8426668940044113	0.43259522318840027
