id	dataset	scenario	circumstance_type	circumstance	aspect1	aspect1_score	aspect1_expl	aspect2	aspect2_score	aspect2_expl	aspect3	aspect3_score	aspect3_expl	aspect4	aspect4_score	aspect4_expl	aspect5	aspect5_score	aspect5_expl	aspect6	aspect6_score	aspect6_expl	moral_score	moral_expl	human_score
553	Kruepke	About ten years ago, I had a friend who was a musician. She was struggling and wasn't making any money. We had a nice time together and I enjoyed her company. At that time, I was making money, so I decided to give her some money.	orig		Intent	10.0	The intention was to help a friend in need.	Consent	10.0	The friend accepted the money willingly.	Impact on Relationship	9.0	The act likely strengthened the friendship.	Financial Stability	10.0	You were financially stable and could afford to help.	Dependency	8.0	The act did not create long-term dependency.	Transparency	9.0	The transaction was transparent and honest.	4.0	The act was generous and had positive outcomes.	2.04
554	Kruepke	I was dating this guy who was having a nervous breakdown. His mother asked me if I would move in with him, cook for him and make sure he was okay. So I moved in with him for a while.	orig		Intentions	9	Your intentions to help him are noble.	Consent	8	You agreed to move in voluntarily.	Impact on Mental Health	7	Could positively impact his mental health.	Personal Sacrifice	8	You made a personal sacrifice to help.	Long-term Viability	5	Temporary solution; long-term care needed.	Mutual Benefit	7	Both parties may benefit emotionally.	3	Overall, the scenario is morally positive.	1.39
555	Effron	Told a colleague in public that she should lose weight	orig		Respect for Colleague's Feelings	2	Publicly commenting on weight can be hurtful and disrespectful.	Intent	4	If the intent was to help, it could be seen differently.	Public vs. Private Setting	1	Public comments can be more humiliating than private ones.	Professionalism	2	Such comments are generally unprofessional in a workplace.	Potential Harm	1	Could cause emotional distress or damage self-esteem.	Cultural Sensitivity	3	Different cultures have different norms about discussing weight.	-3	Publicly commenting on weight is generally disrespectful and unprofessional.	-1.83783776
556	Effron	Gave money to charity	orig		Intent	9.0	The purpose behind giving money to charity.	Impact	8.0	The positive effect on the beneficiaries.	Source of Money	7.0	Whether the money was earned ethically.	Transparency	8.0	Clarity on how the money will be used.	Voluntariness	9.0	Whether the donation was made willingly.	Proportion of Income	6.0	The significance of the donation relative to the donor's income.	3.0	Overall, the act is highly moral.	2.6971428
557	Clifford	You see a manager coercing her employees into eating at her brother's diner.	orig		Coercion	2.0	Using power to force employees' choices.	Conflict of Interest	3.0	Manager benefits personally from employees' actions.	Employee Autonomy	2.0	Employees' freedom to choose is compromised.	Workplace Ethics	3.0	Unethical behavior in a professional setting.	Employee Well-being	4.0	Potential negative impact on employees' morale.	Legal Implications	3.0	Possible violation of labor laws or company policies.	-3.0	Multiple ethical concerns and potential harm to employees.	-2.2
558	Mickelberg	Person X is learning French as they always wanted to learn another language.	orig		Personal Growth	10.0	Learning a new language enhances cognitive abilities.	Cultural Understanding	9.0	Promotes appreciation and understanding of French culture.	Social Interaction	8.0	Enables communication with French-speaking individuals.	Economic Opportunities	7.0	May open up job opportunities requiring French proficiency.	Time Management	6.0	Requires dedication and time, which could be spent on other activities.	Resource Utilization	5.0	May require financial investment in courses or materials.	4.0	Overall positive impact on personal and social levels.	0.57
559	Cook	Someone states that biological diferences between men and women make men better suited to do certain types of work and women better suited to do other types of work	orig		Gender Equality	2.0	Promotes or hinders equal opportunities for all genders.	Scientific Accuracy	3.0	Aligns with current scientific understanding of gender differences.	Individual Merit	1.0	Considers individual capabilities over generalizations.	Social Impact	2.0	Influences societal norms and stereotypes.	Workplace Diversity	2.0	Affects diversity and inclusion in the workplace.	Ethical Fairness	2.0	Ensures fair treatment and opportunities for all.	-3.0	Promotes stereotypes and limits individual potential.	-1.71
560	Kruepke	Years ago, I shoplifted lipstick from a drugstore. No matter what I did with the lipstick after I stole it, I just wasn’t able to enjoy it. I never took it back though or told anyone.	orig		Intent	2	The act was intentional and premeditated.	Harm caused	3	The store suffered a minor financial loss.	Remorse	6	The person felt guilt and couldn't enjoy the item.	Restitution	1	No attempt was made to return or pay for the item.	Impact on others	4	The act could contribute to higher prices or security measures.	Personal growth	5	The person may have learned from the experience.	-2	The act was immoral but minor and with some remorse.	-2.24
561	Kruepke	My father is manic-depressive. He was very difficult to deal with and often made life really hard and everyday situations unpleasant. I talked about him in a really negative way because it was so hard for me to deal with.	orig		Empathy towards father	6.0	Understanding his condition and struggles.	Impact on personal well-being	8.0	Effect on your mental and emotional health.	Support for father	5.0	Efforts to help him manage his condition.	Communication about father	4.0	How you discuss his condition with others.	Respect for father's dignity	6.0	Maintaining his dignity despite difficulties.	Seeking external help	7.0	Efforts to get professional help for him.	1.0	Balancing empathy and personal well-being.	-1.25
562	Kruepke	I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet.	orig		Honesty	10	You returned the wallet with money intact.	Effort to Find Owner	9	You actively searched for the owner in the market.	Respect for Privacy	10	You did not misuse the personal information in the wallet.	Timeliness	9	You returned the wallet promptly.	Empathy	8	You considered the owner's potential distress.	Legal Compliance	10	You followed the law by returning lost property.	4	All actions were highly moral and considerate.	3.12
563	Kruepke	At a restaurant, when the waitress returned with my change, I was positive she was $10 short. She disagreed but gave me the $10. I told her that if the register was $10 short tonight I'd give it back to her. When I came back the next day, she said I was wrong so gave her the $10.	orig		Honesty	9.0	Both parties acted honestly when resolving the issue.	Integrity	10.0	You returned the $10 when you found out you were wrong.	Respect	8.0	Both parties treated each other with respect during the disagreement.	Responsibility	10.0	You took responsibility for your mistake and corrected it.	Fairness	9.0	The situation was resolved fairly with mutual agreement.	Communication	8.0	Clear communication helped resolve the issue amicably.	4.0	The scenario shows high moral behavior in resolving a conflict.	1.36
564	Lotto	You are having dinner with some friends in a restaurant in the centre of town. Suddenly, a criminal armed with a machine gun enters. He threatens to shoot at a table where a family of six is seated if his request for an outrageous amount of money is not met. You understand that the gunman has mental problems and any attempts to mediate would be in vain.You push a man who is near your table on to the gunman so that he will feel threatened and shoot him. You know that this man will die, but the six people will have time to escape.	orig		Intent	8.0	The intent is to save six lives.	Consequences	6.0	One person dies, but six are saved.	Proportionality	7.0	Sacrificing one to save six seems proportionate.	Consent	2.0	The man pushed did not consent to sacrifice.	Mental State of Gunman	5.0	Gunman is mentally unstable, complicating moral evaluation.	Alternatives	4.0	No viable alternatives to save the family.	1.0	Sacrificing one to save six is complex but leans towards moral.	-1.25
565	Mickelberg	Person X played chess with their friend, winning the game.	orig		Fairness of the game	10	Both players followed the rules of chess.	Consent of both players	10	Both players agreed to play the game.	Sportsmanship	9	Players showed respect and good conduct.	Impact on friendship	9	The game did not harm their friendship.	Honesty	10	No cheating occurred during the game.	Emotional impact	8	Both players handled the outcome well.	4	The game was fair, consensual, and respectful.	0.3
