id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score
594	Effron	Intentionally swerved his car to hit a squirrel	orig		A driver	The driver intentionally swerved to hit the squirrel.	A squirrel	The squirrel is a sentient being capable of suffering.	0.0	Action treats the squirrel merely as a means.	-4.0	Intentionally causing harm is extremely immoral.	-2.8
595	Clifford	You see a man blocking his wife from leaving home or interacting with others.	orig		The man	He is controlling and possibly abusive	The wife	She is being restricted and oppressed	0.0	Action treats the wife merely as a means	-4.0	Highly immoral due to lack of autonomy	-3.3
596	Mickelberg	Person X kicked their pet dog hard in the head because it didn't come when called.	orig		Person X	Person X is capable of moral reasoning.	Pet dog	The dog is sentient and can feel pain.	0.0	Action treats the dog merely as a means.	-4.0	Inflicting pain on a sentient being is immoral.	-3.31
597	Mickelberg	Person X shook a crying baby so hard while babysitting that it suffered brain damage and nearly died.	orig		Person X	Person X is a babysitter	The baby	The baby is vulnerable and dependent	0.0	Action treats the baby merely as a means	-4.0	Extremely immoral due to harm caused	-3.55
598	Clifford	You see a man quickly canceling a blind date as soon as he sees the woman.	orig		The man	He judged the woman based on appearance	The woman	She was unfairly judged and dismissed	2.0	Action is superficial, not universalizable	-3.0	Treats the woman merely as a means	-3.0
599	Clifford	You see a star player ignoring her coach's order to come to the bench during a game.	orig		Star player	She values her judgment over the coach's	Coach	He expects obedience for team strategy	3.0	Disobedience undermines team unity and authority	-2.0	Disrespecting authority is somewhat immoral	-2.1
600	Kruepke	A few years ago I decided to move in with the man who became my first husband. When I told my mom she cried. I wanted to be honest, but she was upset that we were moving in together.	orig		The person who decided to move in with her future husband	The agent values honesty and independence	The agent's mom	The mom values traditional relationship norms	6.0	The action respects the agent's autonomy but upsets the mom	2.0	Balancing personal autonomy with respect for others' feelings	1.05
601	Kruepke	I used to rollerblade to work everyday. On my way to work I used to pass by this homeless woman named Lulu. Sometimes on my way home from work, I would sit and talk with her to keep her company.	orig		The person who rollerblades to work	The agent is compassionate and empathetic	Lulu, the homeless woman	Lulu appreciates the company and conversation	9.0	The action respects Lulu's humanity	4.0	Highly moral as it treats Lulu as an end	2.44
602	Effron	Turned the lights off in a parked car	orig		John	John is a responsible car owner.	John	John benefits from saving battery.	9.0	Turning off lights conserves energy, universally beneficial.	3.0	Highly moral as it promotes responsibility.	0.4
603	Kruepke	I applied for a position at this company. As it turned out the pay was not very good at all for the amount of work that I was doing. So I lied and told the manger that I had another job offer and I would take it unless I got a raise.	orig		The person who applied for the position	The agent is seeking fair compensation	The manager of the company	The manager is responsible for salary decisions	2.0	Lying cannot be universalized	-3.0	Lying is generally immoral	-1.31
604	Lotto	You are travelling in Yemen. You and another six tourists are taken hostage by a group of terrorists. The terrorists think that one of you is a spy, even though this is not true. You are held hostage for days. One of the terrorists comes to you and reveals that they intend to kill you all at sunset.While he is resting, you kill one of the tourists in the group so that you can tell the terrorists that you identified and eliminated the spy. The person will die, but you and the other five will be freed.	orig		You	You want to save yourself and others	The tourist you killed	The tourist is innocent	0.0	Action uses the tourist merely as a means	-4.0	Killing an innocent person is extremely immoral	-1.36
605	Kruepke	About two months ago, I was in the grocery store at the cash register. This elderly lady left her pocketbook on the counter. So I picked up her pocketbook and called her back to come and get it.	orig		I	I am a person who values honesty.	The elderly lady	She would want her pocketbook returned.	10.0	Action respects her property and well-being.	4.0	Highly moral as it respects humanity.	3.0
606	Clifford	You see a woman slapping another woman who she is arguing with in the parking lot.	orig		The woman who slapped the other woman	She is acting out of anger or frustration	The woman who was slapped	She is a victim of physical aggression	0.0	Physical violence cannot be universalized	-4.0	Violence is inherently immoral	-2.8
607	Effron	Refused to help a classmate with a homework assignment	orig		Student A	Student A is capable of helping	Student B	Student B needs help with homework	4.0	Refusal could be universalized but lacks compassion	-2.0	Moderately immoral due to lack of empathy	-0.425
608	Kruepke	One time my brother got caught stealing something when I was with him.  My parents asked me what happened, so I had to rat on him and tell them the truth. He got in a lot of trouble.	orig		I	I value honesty and integrity.	My brother	He committed a wrongdoing and faced consequences.	8.0	Honesty is a universal moral law.	3.0	Telling the truth is morally right.	0.87
609	Clifford	You see a girl repeatedly interrupting her teacher as he explains a new concept.	orig		The girl	She is a student	The teacher	He is trying to teach	2.0	Interrupting disrupts learning, not a universal law	-3.0	Disrespectful and disruptive behavior	-2.0
