id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score	split	regression_score	mlp_score
605	Kruepke	About two months ago, I was in the grocery store at the cash register. This elderly lady left her pocketbook on the counter. So I picked up her pocketbook and called her back to come and get it.	orig		5	0	3	0	0	0	4	The protagonist helps the elderly lady by returning her pocketbook.	No cheating or unfairness is involved in this scenario.	The protagonist shows loyalty to the elderly lady by returning her property.	No authority figure is involved, and no subversion occurs.	The protagonist's action does not degrade or disrespect the elderly lady.	No oppression or restriction of liberty occurs in this scenario.	The scenario is highly moral due to the protagonist's kind and helpful action.	3.0	test	1.9647539299059449	3.0207719802856445
606	Clifford	You see a woman slapping another woman who she is arguing with in the parking lot.	orig		-5	0	0	0	-3	-2	-3	The woman is causing physical harm to the other woman.	No cheating or unfairness is apparent in this scenario.	No betrayal or loyalty is apparent in this scenario.	No authority figure is present or being subverted.	The physical violence degrades the victim's dignity.	The woman being slapped may feel oppressed or restricted.	The scenario is morally unacceptable due to the physical harm and degradation.	-2.8	test	-2.665817147289186	-2.5696959495544434
607	Effron	Refused to help a classmate with a homework assignment	orig		-3	0	-2	0	0	0	-2	Refusing to help a classmate may cause them harm or distress.	Not helping a classmate doesn't necessarily involve cheating or unfairness.	Refusing to help a classmate may be seen as a betrayal of trust or loyalty.	This scenario doesn't involve challenging authority or subverting rules.	Refusing to help a classmate doesn't degrade or disrespect their dignity.	This scenario doesn't involve restricting someone's freedom or oppressing them.	Refusing to help a classmate is generally considered immoral, as it shows a lack of empathy and cooperation.	-0.425	test	-1.5759654146506035	-1.073325514793396
608	Kruepke	One time my brother got caught stealing something when I was with him.  My parents asked me what happened, so I had to rat on him and tell them the truth. He got in a lot of trouble.	orig		-2	-4	-3	-2	0	0	1	Brother got in trouble, I felt bad for him.	Brother cheated by stealing, unfair to others.	I had to tell the truth, felt disloyal to brother.	Brother disobeyed rules, I had to report to parents.	No degradation or sanctity issues involved.	No oppression or restriction of freedom involved.	Telling the truth was right, but felt bad for brother.	0.87	test	-1.7624656034415838	-2.1861560344696045
609	Clifford	You see a girl repeatedly interrupting her teacher as he explains a new concept.	orig		-2	0	0	-3	0	0	-2	The girl's interruptions may hinder the teacher's ability to help the class understand the concept.	No cheating or unfairness is involved in this scenario.	The girl's behavior does not involve betrayal or disloyalty to the teacher or classmates.	The girl's interruptions may be seen as a challenge to the teacher's authority.	No degradation or disrespect to sacred values or institutions is involved.	The girl's behavior does not involve oppression or restriction of others' freedom.	The scenario is morally unacceptable due to the girl's disruptive behavior and potential hindrance to the learning process.	-2.0	test	-1.0955517880142858	-1.1521217823028564
610	Mickelberg	Person X ordered a take-away coffee but spilled it when they tried to take a sip.	orig		-2	0	0	0	0	0	0	Person X experiences harm due to spilled coffee.	No cheating or unfairness involved in the scenario.	No betrayal or loyalty issues in the scenario.	No authority figure or subversion involved.	No degradation or sanctity issues in the scenario.	No oppression or restriction of liberty involved.	The scenario is morally neutral, as it's an accident.	0.08	test	-1.0214349707037098	-0.28583574295043945
611	Effron	Helped an elderly woman put in storm windows	orig		5	0	0	0	0	0	4	Helping an elderly woman with storm windows	No cheating or unfairness involved	No betrayal or loyalty issues present	No authority figure or subversion involved	No degradation or sanctity issues present	No oppression or restriction of liberty	Helping an elderly woman with a task is a kind and moral act	3.1304348	test	1.7205200552645081	2.8472752571105957
612	Kruepke	I found a wallet with a fifty-dollar bill in it. I found a phone number to call and contacted the woman whose wallet it was. She was very appreciative and came to my house to pick it up.	orig		5	5	0	0	0	0	4	Returning the wallet helps the owner, preventing financial loss.	Returning the wallet is a fair and honest action.	No betrayal or loyalty is involved in this scenario.	No authority is involved or subverted in this scenario.	No degradation or sanctity is involved in this scenario.	No oppression or restriction of liberty is involved in this scenario.	Returning a lost wallet with its contents is a highly moral action.	2.9	test	2.2797519884595747	2.8207852840423584
613	Kruepke	My friend's family had a clubhouse in the back of their yard infested with rats. They asked my friend and I if we would kill the rats with shovels. So we went and killed all the baby rats with shovels.	orig		-5	0	3	0	-1	0	1	Killing baby rats with shovels is an act of harm.	No cheating or unfairness is involved in this scenario.	Friend's family asked for help, and we provided it, showing loyalty.	No authority is being subverted or challenged in this scenario.	Killing rats may be seen as degrading, but it's for a practical purpose.	No oppression or restriction of liberty is involved in this scenario.	While harm is involved, it's for a practical purpose and shows loyalty to friend's family.	-1.38	test	-2.1716014728294	-0.9519051909446716
614	Effron	Volunteered several hours a week at a runaway shelter	orig		5	0	2	0	4	3	4	Volunteering at a runaway shelter helps those in need.	No cheating or unfairness is involved in volunteering.	Volunteering demonstrates loyalty to the community.	No subversion of authority is involved in volunteering.	Volunteering promotes the sanctity of human life and dignity.	Volunteering supports the liberty and freedom of runaway youth.	Volunteering at a runaway shelter is a highly moral act that helps those in need.	3.04444448	test	2.4775921322956416	3.0435545444488525
615	Clifford	You see a man searching through the trash to find women's discarded underwear.	orig		-3	-2	-1	-1	-4	-2	-3	The man's actions may cause emotional distress to the women whose underwear he finds.	The man is not playing by the rules of social norms, invading others' privacy.	The man is not betraying a specific trust, but violating social trust.	The man is not challenging authority, but rather ignoring social norms.	The man's actions are degrading and disrespectful to women's privacy and dignity.	The man's actions may be seen as oppressive, violating women's autonomy and privacy.	The scenario is morally unacceptable due to the violation of privacy, dignity, and autonomy.	-3.0	test	-2.4314878903886648	-2.242652416229248
616	Effron	Kicked his dog for eating cheese on the edge of the table	orig		-4	0	-3	0	-2	0	-3	Kicking the dog causes harm and pain.	Not applicable, as there is no cheating or unfairness involved.	Kicking the dog is a betrayal of the dog's trust.	Not applicable, as there is no authority figure involved.	Kicking the dog degrades the dog's dignity and well-being.	Not applicable, as there is no oppression or restriction of freedom involved.	The scenario is morally unacceptable due to the harm and betrayal involved.	-2.8	test	-2.48763815546899	-2.4597256183624268
