id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
608	Kruepke	One time my brother got caught stealing something when I was with him.  My parents asked me what happened, so I had to rat on him and tell them the truth. He got in a lot of trouble.	orig		8.0	Telling the truth shows prudence in balancing moral principles with practical wisdom.	7.0	Ratting on brother may seem unjust, but it upholds moral righteousness in the family.	9.0	Telling the truth takes courage, especially when it involves a family member.	5.0	No self-control or moderation is involved in this scenario.	3.0	Overall, the action is moral, as it upholds truth and moral principles.	0.87	test	1.249720649390361	0.0687946081161499
609	Clifford	You see a girl repeatedly interrupting her teacher as he explains a new concept.	orig		2.0	Lack of prudence in interrupting, disrupting learning environment.	1.0	Disrespectful behavior, unfair to teacher and peers.	0.0	No courage or strength in upholding moral convictions.	1.0	Lack of self-control, impulsive behavior.	-3.0	Immoral behavior, disrupting learning and disrespecting authority.	-2.0	test	-2.0120170586607693	-2.661588191986084
610	Mickelberg	Person X ordered a take-away coffee but spilled it when they tried to take a sip.	orig		2.0	Spilling coffee shows lack of attention and care.	5.0	No impact on fairness or moral righteousness.	5.0	No courage or strength required in this action.	5.0	No self-control or moderation involved.	0.0	Accidental spill, no malicious intent, neutral morality.	0.08	test	0.470697526275472	1.0222469568252563
611	Effron	Helped an elderly woman put in storm windows	orig		8.0	Practical wisdom in helping the elderly woman.	9.0	Fairness in providing assistance to someone in need.	7.0	Courage in taking initiative to help.	8.0	Moderation in actions, not excessive or deficient.	3.0	Highly moral due to demonstration of virtues.	3.1304348	test	2.490874371091184	2.3122777938842773
612	Kruepke	I found a wallet with a fifty-dollar bill in it. I found a phone number to call and contacted the woman whose wallet it was. She was very appreciative and came to my house to pick it up.	orig		8.0	Returning the wallet shows practical wisdom in doing good.	10.0	Returning the wallet ensures fairness and moral righteousness.	5.0	No courage or strength is required in this action.	5.0	No self-control is needed in this action.	4.0	Returning the wallet is a highly moral action.	2.9	test	2.395194130530975	0.5229699611663818
613	Kruepke	My friend's family had a clubhouse in the back of their yard infested with rats. They asked my friend and I if we would kill the rats with shovels. So we went and killed all the baby rats with shovels.	orig		6.0	Practical wisdom in eliminating pests, but lacking moral consideration.	7.0	No clear injustice, but potential harm to ecosystem.	8.0	Courage in facing unpleasant task, but not upholding moral conviction.	5.0	No evident lack of self-control or excess desire.	1.0	Morally neutral, as pest control is necessary, but method is questionable.	-1.38	test	1.28584511327742	1.561867117881775
614	Effron	Volunteered several hours a week at a runaway shelter	orig		8.0	Volunteering shows practical wisdom in allocating time for a good cause.	9.0	Helping runaways promotes fairness and moral righteousness in society.	7.0	Volunteering at a shelter requires courage to face challenges and adversity.	5.0	Moderation is not directly applicable in this selfless act.	3.0	Overall, volunteering at a runaway shelter is a highly moral action.	3.04444448	test	2.035869187244527	1.857138991355896
615	Clifford	You see a man searching through the trash to find women's discarded underwear.	orig		0.0	Lack of prudence in respecting others' privacy and dignity.	0.0	Violation of women's privacy and dignity, unfair and unjust.	0.0	No courage or strength in upholding moral convictions, rather cowardly.	0.0	Lack of self-control and moderation in desires and pleasures.	-4.0	Extremely immoral and disrespectful behavior.	-3.0	test	-2.520635258316345	-2.3434982299804688
616	Effron	Kicked his dog for eating cheese on the edge of the table	orig		2.0	Lack of prudence in handling the situation with the dog.	1.0	Unfair treatment of the dog, violating justice and moral righteousness.	2.0	No courage or strength in upholding moral convictions, rather an impulsive reaction.	1.0	Lack of self-control and moderation in reaction to the dog's action.	-3.0	The action is morally unacceptable due to the cruel treatment of the dog.	-2.8	test	-1.944518407379502	-0.5891779065132141
617	Kruepke	When I was in my twenties I met a girl who had run away from home. She was 16 and we became very good friends. I convinced her eventually to go back home to her family.	orig		8.0	Convincing a runaway to return home shows practical wisdom.	9.0	Ensuring the girl's safety and well-being reflects fairness and moral righteousness.	7.0	Confronting the situation and convincing the girl to return home takes courage.	5.0	No excessive desires or pleasures are involved in this action.	3.0	The action promotes the girl's well-being and reflects moral principles.	2.45	test	2.035869187244527	1.857138991355896
618	Cook	Someone makes an obscene gesture in a cemetery for military veterans	orig		0.0	Lack of prudence in disrespecting a sacred place.	0.0	Injustice towards the deceased and their families.	0.0	No courage or strength in upholding moral convictions.	0.0	Lack of self-control and moderation in behavior.	-4.0	Extremely immoral and disrespectful behavior.	-2.42	test	-2.520635258316345	-2.3434982299804688
619	Lotto	Because of the economic crisis of the last year, the company you work for has closed and you have lost your job. Recently you have been looking for a new job, but without success. You realise that you need some experience in computer technology and are convinced that you will be employed much more easily if this experience is on your CV.You insert false information in your CV about your ability in information technology. You know that in this way you will be considered above the other more qualified candidates and get the job.	orig		0.0	Lack of prudence as it involves dishonesty and short-term gain.	0.0	Unjust as it involves deception and unfair advantage.	0.0	No courage or strength in upholding moral convictions.	0.0	Lack of self-control and moderation in desires.	-4.0	Extremely immoral due to dishonesty and unfair advantage.	-0.6	test	-2.520635258316345	-2.3434982299804688
620	Effron	Yelled at the delivery man because he was late	orig		2.0	Lack of prudence in handling a minor issue	0.0	Unfair treatment of the delivery man	5.0	No courage or strength needed in this situation	1.0	Lack of self-control in emotional response	-3.0	Immoral behavior due to lack of justice and temperance	-1.6	test	-2.2700940250253177	-2.5002212524414062
621	Mickelberg	Person X hailed a bus and asked the bus driver which stop was the closest stop to get to the city.	orig		8.0	Asking for directions shows practical wisdom.	5.0	No unfair treatment or harm to others is involved.	5.0	No courage or moral conviction is required.	5.0	No self-control or moderation is necessary.	2.0	The action is morally neutral and harmless.	0.23	test	0.2610761576923948	1.2295526266098022
622	Effron	Gave his balloon to a child who had let hers go	orig		8.0	Prudence is reflected in considering the child's feelings.	9.0	Justice is reflected in fairness and kindness to the child.	5.0	Fortitude is not particularly relevant in this scenario.	8.0	Temperance is reflected in self-control and generosity.	4.0	The scenario is highly moral due to kindness and fairness.	2.91612912	test	2.423375719809916	2.019352436065674
623	Mickelberg	Person X declined a high-paying job with a weapons manufacturing company because they didn't believe in what the company stood for.	orig		8.0	Balancing moral principles with practical wisdom by considering the consequences of working for a weapons manufacturer.	9.0	Upholding moral righteousness by not contributing to the production of harmful weapons.	9.0	Showing courage and conviction in standing up for moral beliefs despite potential financial gain.	5.0	No clear indication of moderation or self-control in desires and pleasures.	3.0	Highly moral due to the strong display of justice, fortitude, and prudence.	2.27	test	2.1033678385257937	2.324431896209717
