id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
537	Kruepke	One night I was having sex with my boyfriend. He said that he had a condom on but at the end I found out that he didn't. I became pregnant and since I just had had a baby recently, I decided to have an abortion.	orig		The boyfriend	He intentionally deceived about using a condom	The woman and the unborn child	Her health and autonomy were prioritized	2.0	Deception caused harm, outweighing any benefits	-3.0	Deception and harm reduce moral acceptability	-0.78	test	-2.0274164561296	-2.172051191329956
538	Clifford	You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.	orig		Hollywood star	Assumed to have significant public influence and platform.	US public and international community	Assumed to be swayed by celebrity opinions and diplomatic implications.	2.0	Undermines trust, fuels division; limited communal benefit.	-3.0	Normalizes authoritarianism, harms collective welfare.	-2.2	test	-2.0274164561296	-2.172051191329956
539	Mickelberg	Person X told the children to be quiet in the library.	orig		Person X	Assumed to be an authority figure responsible for maintaining order (e.g., librarian, supervisor).	The children and other library users	Children were disruptive; others required a quiet environment.	9.0	Ensuring quiet benefits many, minimal harm to children.	4.0	Promotes common good, minor inconvenience; highly moral.	0.57	test	1.3292545224248928	1.6572645902633667
540	Effron	Spent time one summer teaching his daughter to play baseball	orig		The father	He aimed to bond and teach valuable skills	The daughter and possibly the community	She benefits from bonding, exercise, and skill development	8.0	Promotes bonding, skills, health; minimal negatives	4.0	Enhances well-being, positive family interaction	2.06666664	test	0.8497300969171078	0.7730227708816528
541	Mickelberg	Person X started a false rumor that their office colleague Mary used to be a sex worker.	orig		Person X	Assumed malicious intent to harm Mary's reputation.	Mary and the office community	Assumed Mary is innocent; rumor causes emotional and reputational harm.	1.0	Severe harm to Mary, workplace distrust; no benefits.	-4.0	Malicious lies cause unjust harm; extremely immoral.	-3.09	test	-2.5069408816373846	-2.7352633476257324
542	Effron	Gave food to the needy	orig		A volunteer or charitable individual	Assumed the agent acted altruistically without ulterior motives.	The needy individuals receiving the food	Assumed the affected party is in genuine need and benefits from the assistance.	9.0	Alleviates hunger, improves well-being, minimal negative impact.	4.0	Directly addresses basic needs, promotes societal welfare.	3.23076936	test	1.3292545224248928	1.6572645902633667
543	Lotto	You are at Luna Park and you have decided to take a ride on the roller coaster. You get into the carriage together with four other people. After a couple of circuits, the speed starts to increase dramatically right at the point that the carriage does a loop the loop. The technician in charge tells you over the loudspeaker that the mechanism which controls the brakes is not responding.You pull the emergency handle in the carriage that will make it divert on to another track. You can see there is a man working there. The carriage will run into him and he will die, but you and the other four will be unhurt.	orig		You (the person in the carriage)	The agent acted to save five lives by sacrificing one, assuming utilitarian principles.	The five passengers in the carriage and the worker on the track	The worker’s death is unavoidable; passengers’ survival is certain.	8.0	Saves five lives vs. one death; net utility increases.	3.0	Utilitarian trade-off: greater good justifies sacrifice, but intentional harm reduces moral score.	-1.09	test	0.8497300969171078	0.7730227708816528
544	Clifford	You see a boss pressuring employees to buy goods from her family's general store.	orig		The boss	The boss is leveraging her authority to coerce employees for personal financial gain.	The employees	Employees feel pressured to comply, risking financial or professional harm if they refuse.	2.0	Benefits boss's family but harms employees' welfare and autonomy, reducing overall happiness.	-3.0	Coercion exploits power imbalance, causing harm and reducing overall moral acceptability.	-2.7	test	-2.0274164561296	-2.172051191329956
545	Effron	Demanded a refund at a restaurant for slow service	orig		The customer who demanded the refund	The customer assumed the slow service warranted compensation	The restaurant staff/management	The restaurant aimed to provide adequate service but failed	6.0	Compensates customer, incentivizes better service; minor financial loss to restaurant	2.0	Fair redress for poor service, but may strain business relations	-0.8432432	test	-0.10931875409846148	-0.9940063953399658
546	Clifford	"You see a woman answering a phone call with the word ""goodbye"" instead of ""hello."	orig		The woman answering the phone	Assumed she unintentionally used 'goodbye' mistakenly	The caller	Assumed they were briefly confused by the greeting	2.0	Minor confusion, negligible impact on overall happiness.	0.0	No significant harm; trivial mistake, not immoral.	-0.5	test	-2.0274164561296	-2.172051191329956
547	Clifford	You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend	orig		The girl throwing the coffee	Acted out of jealousy or revenge toward her ex's new partner	The woman dating the ex-boyfriend	Innocent party unaware of potential conflict or harm	1.0	Causes physical harm, emotional distress; minimal positive utility	-4.0	Aggressive retaliation harms others, outweighing any perceived justice	-3.3	test	-2.5069408816373846	-2.7352633476257324
548	Clifford	You see someone leaving his dog outside in the rain after it dug in the trash.	orig		The dog owner	The agent acted out of frustration to discipline the dog for digging in the trash.	The dog and potentially the community	The dog experiences distress; the community might face minor inconvenience from trash.	2.0	Dog's suffering outweighs owner's convenience; minimal community benefit.	-3.0	Causing animal distress is immoral; punishment is disproportionate.	-2.7	test	-2.0274164561296	-2.172051191329956
549	Effron	Visited a nursing home to cheer up the patients	orig		The visitor	The agent acted out of kindness and altruism.	Nursing home patients	Patients benefit from social interaction and emotional support.	9.0	Boosts patients' happiness with minimal negative impact.	4.0	Enhances well-being, morally commendable.	2.95555552	test	1.3292545224248928	1.6572645902633667
550	Clifford	You see a staff member talking loudly and interrupting the mayor's speech to the public.	orig		The staff member	The agent intended to challenge or correct the mayor's statements urgently.	The mayor and the public audience	The mayor's speech might contain misinformation; the public deserves transparency.	6.0	Disruption risks chaos but may prevent harm via misinformation. Moderate net utility.	2.0	Ethically ambiguous: disrupts order but prioritizes public interest. Slightly moral.	-2.8	test	-0.10931875409846148	-0.9940063953399658
