id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score	split	regression_score	mlp_score
543	Lotto	You are at Luna Park and you have decided to take a ride on the roller coaster. You get into the carriage together with four other people. After a couple of circuits, the speed starts to increase dramatically right at the point that the carriage does a loop the loop. The technician in charge tells you over the loudspeaker that the mechanism which controls the brakes is not responding.You pull the emergency handle in the carriage that will make it divert on to another track. You can see there is a man working there. The carriage will run into him and he will die, but you and the other four will be unhurt.	orig		-4.0	-3.0	0.0	0.0	-3.0	-2.0	-2.0	Intentional harm to one saves five; extreme harm (-5) vs. help (+5).	Unfair sacrifice of an innocent worker; violates fairness.	No group loyalty involved; strangers on both sides.	Emergency handle use aligns with system protocols.	Violates sanctity of life by intentional killing.	Deprives worker’s liberty to live; minor oppression.	Intentional harm to save others is morally contentious.	-1.09	test	-2.3761870258306175	-2.30959153175354
544	Clifford	You see a boss pressuring employees to buy goods from her family's general store.	orig		-2.0	-4.0	-3.0	-3.0	0.0	-4.0	-3.0	Pressure causes psychological stress, minor financial harm.	Exploiting authority for personal gain; unfair coercion.	Prioritizes family over employee trust; weak betrayal.	Misuses authority to manipulate subordinates.	No direct violation of purity/sanctity norms.	Coercion restricts employees' freedom of choice.	Unfair coercion, abuse of power, restricts liberty.	-2.7	test	-1.969219696849315	-1.7517261505126953
545	Effron	Demanded a refund at a restaurant for slow service	orig		-1.0	3.0	0.0	-1.0	0.0	2.0	2.0	Minor inconvenience from slow service; no severe harm.	Refund request seeks fairness for unmet service.	Transactional interaction; no loyalty conflict.	Asserting consumer rights, minor challenge to service authority.	No sanctity or purity concerns involved.	Upholding liberty to demand timely service.	Justified request due to poor service; fair and reasonable.	-0.8432432	test	-0.23315382262153148	-0.4596553444862366
546	Clifford	"You see a woman answering a phone call with the word ""goodbye"" instead of ""hello."	orig		-1.0	0.0	0.0	0.0	0.0	0.0	0.0	Mild confusion for caller, minimal harm.	No deception or unfair advantage involved.	No relational or group loyalty breach.	Unconventional but not defying authority.	No violation of purity or sanctity.	Does not restrict anyone's freedom.	Socially odd but morally neutral act.	-0.5	test	-0.48652284599610185	-0.39774656295776367
547	Clifford	You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend	orig		-4.0	-2.0	-3.0	0.0	-3.0	-2.0	-4.0	Causing physical injury with hot coffee.	Retaliation, not directly about cheating.	Perceived betrayal by ex's new partner.	No clear authority challenge.	Humiliating act degrades the victim.	Violently restricts victim's autonomy.	Intentional harm and humiliation are immoral.	-3.3	test	-2.4874893952821315	-1.934946060180664
548	Clifford	You see someone leaving his dog outside in the rain after it dug in the trash.	orig		-3.0	0.0	-2.0	0.0	-2.0	-1.0	-2.0	Leaving dog in rain risks harm; neglectful.	No direct unfairness or cheating involved.	Owner betrays duty to protect the dog.	No authority dynamic relevant here.	Fails to uphold animal dignity.	Restricts dog's liberty as punishment.	Neglectful treatment, causing avoidable harm.	-2.7	test	-1.7286584521033828	-1.345694661140442
549	Effron	Visited a nursing home to cheer up the patients	orig		4.0	0.0	0.0	0.0	3.0	0.0	4.0	Visiting to cheer patients promotes emotional well-being.	No unfairness or cheating involved.	No group loyalty or betrayal context.	Does not challenge or uphold institutional authority.	Upholds dignity of elderly patients.	No restriction or liberation of individuals.	Actively supports emotional health and respect.	2.95555552	test	1.8411415450307536	2.177337646484375
550	Clifford	You see a staff member talking loudly and interrupting the mayor's speech to the public.	orig		-1.0	0.0	-4.0	-5.0	0.0	-3.0	-3.0	Disrupts speech but no direct harm.	No unfair advantage or cheating involved.	Staff undermines loyalty to authority.	Direct challenge to mayor's authority.	No violation of sanctity.	Limits mayor's liberty to address public.	Severe disrespect to authority and loyalty norms.	-2.8	test	-1.5504280621701751	-1.6509029865264893
551	Lotto	You are in charge of the Maritime Police. You have received a message that the captain and a seaman of a cargo ship are healthy carriers of a lethal and contagious virus. They do not know that they are infected, and are travelling towards a small gulf where fishermen live. The communications system of the cargo ship is not working and, therefore, they cannot be contacted.You launch a missile and sink the cargo ship to avoid it mooring and thus spreading the virus. You know that the captain and seaman will die, but the fishermen will be saved.	orig		-5.0	0.0	-3.0	4.0	-4.0	-5.0	-3.0	Extreme harm to crew to save fishermen.	No direct relevance to fairness or cheating.	Betrays crew’s trust by lethal force.	Authority exercised to enforce public safety.	Violates sanctity of life via killing.	Extreme oppression by denying crew’s right to life.	Utilitarian but violates core moral norms.	-0.46	test	-2.8703638746398967	-2.402733564376831
552	Clifford	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	orig		-4.0	0.0	0.0	0.0	-4.0	-2.0	-3.0	Insult causes emotional harm.	No cheating or unfairness involved.	No betrayal of trust indicated.	Does not challenge authority structures.	Degrades personal dignity.	Exclusion based on appearance limits liberty.	Harmful and degrading, undermining dignity.	-2.8	test	-2.373642369573732	-2.108797073364258
553	Kruepke	About ten years ago, I had a friend who was a musician. She was struggling and wasn't making any money. We had a nice time together and I enjoyed her company. At that time, I was making money, so I decided to give her some money.	orig		4.0	0.0	3.0	0.0	0.0	0.0	4.0	Giving money to a struggling friend alleviates hardship.	No unfairness or cheating involved; voluntary support.	Supporting a friend strengthens loyalty.	No authority challenged or upheld.	No violation of purity or sanctity.	Act was voluntary, not restrictive.	Altruistic support for a friend in need.	2.04	test	1.6461725816885329	2.1439614295959473
554	Kruepke	I was dating this guy who was having a nervous breakdown. His mother asked me if I would move in with him, cook for him and make sure he was okay. So I moved in with him for a while.	orig		4.0	0.0	3.0	1.0	0.0	0.0	3.0	Providing care during a mental health crisis.	No unfairness or deceit involved.	Demonstrates loyalty by supporting a partner.	Respecting a parental request, not defying authority.	No violation of purity or sanctity.	Voluntary care, no liberty restriction.	Compassionate support aligns with moral care.	1.39	test	1.7476653053366515	2.1497621536254883
555	Effron	Told a colleague in public that she should lose weight	orig		-3.0	0.0	0.0	0.0	-4.0	-2.0	-3.0	Publicly suggesting weight loss may embarrass or harm self-esteem.	Unrelated to fairness or dishonesty; no direct unfair advantage.	No betrayal of trust unless in a close relationship context.	Does not challenge or reinforce hierarchical authority.	Publicly targeting body image degrades personal dignity.	Imposes body standards, mildly infringing personal autonomy.	Public humiliation and body-shaming make this morally unacceptable.	-1.83783776	test	-1.9772113904662174	-1.9644105434417725
556	Effron	Gave money to charity	orig		4.0	2.0	0.0	1.0	3.0	3.0	4.0	Charity alleviates suffering and aids well-being.	Promotes fairness by addressing inequality.	No direct link to loyalty or betrayal.	Aligns with societal encouragement to help.	Upholds dignity and moral sanctity.	Enhances liberty for recipients.	Actively promotes welfare and moral values.	2.6971428	test	2.3768314824740333	2.7163124084472656
557	Clifford	You see a manager coercing her employees into eating at her brother's diner.	orig		-2.0	-4.0	-3.0	-4.0	0.0	-5.0	-4.0	Coercion creates psychological pressure but no direct harm.	Abusing power for personal gain violates fairness.	Prioritizing family over employee trust breaches loyalty.	Misusing authority to coerce subordinates undermines legitimate power.	No direct degradation of sanctity; minimal relevance.	Forcing choices violates personal freedom.	Coercion, unfairness, and abuse of authority make this highly immoral.	-2.2	test	-2.189286049965454	-1.4975025653839111
558	Mickelberg	Person X is learning French as they always wanted to learn another language.	orig		3.0	0.0	0.0	0.0	2.0	3.0	4.0	Learning French fosters communication and cultural understanding.	No dishonesty or unfairness involved.	Neutral; no loyalty conflicts.	Does not challenge authority structures.	Enhances respect for cultural heritage.	Exercises personal freedom positively.	Promotes self-growth and cross-cultural engagement.	0.57	test	1.6852616224975407	1.9504427909851074
559	Cook	Someone states that biological diferences between men and women make men better suited to do certain types of work and women better suited to do other types of work	orig		-2.0	-3.0	0.0	2.0	2.0	-3.0	-3.0	Limiting roles based on biology may harm individual potential.	Assumes unfair generalizations, ignoring individual merit.	Irrelevant to group loyalty dynamics here.	Upholds traditional authority-enforced gender roles.	Sees deviation from biological roles as degrading.	Restricts liberty via rigid gender roles.	Enforces inequality, restricts autonomy.	-1.71	test	-0.9230640906385663	-2.574272632598877
560	Kruepke	Years ago, I shoplifted lipstick from a drugstore. No matter what I did with the lipstick after I stole it, I just wasn’t able to enjoy it. I never took it back though or told anyone.	orig		-2.0	-4.0	0.0	-3.0	0.0	-1.0	-3.0	Minor financial harm to the store.	Unfairly took goods without payment.	No group loyalty violated.	Defied legal and societal rules.	No sacred or purity elements involved.	Infringed on store's property rights.	Theft is immoral despite personal guilt.	-2.24	test	-1.4629582762981894	-2.4440066814422607
561	Kruepke	My father is manic-depressive. He was very difficult to deal with and often made life really hard and everyday situations unpleasant. I talked about him in a really negative way because it was so hard for me to deal with.	orig		-3.0	0.0	-1.0	0.0	-1.0	-2.0	-1.0	Father's actions caused emotional harm, prompting negative expression.	No direct relevance to fairness or cheating.	Negative talk may imply disloyalty, but context mitigates severity.	No significant challenge to authority structures.	Negative remarks slightly degrade familial sanctity.	Father's behavior restricted emotional freedom.	Understandable reaction, morally complex due to familial ties.	-1.25	test	-1.681882072359288	-1.068482518196106
562	Kruepke	I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet.	orig		5.0	3.0	0.0	1.0	0.0	3.0	4.0	Returning the wallet prevents harm and actively helps the owner.	Acting honestly aligns with fairness by not exploiting the situation.	No group loyalty or betrayal involved; the act concerns a stranger.	Upholding societal norms of returning lost property supports authority.	No violation or elevation of sanctity; the wallet is secular.	Restoring the wallet enhances the owner’s liberty and autonomy.	Actively helping a stranger aligns with moral virtues of honesty and care.	3.12	test	2.4669911287878126	2.8071374893188477
